id,text,annotations
702,"Снос дома по адресу: Большой Козихинский переулок, 25, строение 1,","Снос O
дома O
по O
адресу O
: O
Большой O
Козихинский O
переулок B-Lane
, O
25 O
, O
строение B-Building
1 I-Building
, O"
703,"В этом списке, пожалуй, лидирует едва ли не самое дорогое предложение на рынке вторичной недвижимости - так называемый Дом на набережной по адресу улица Серафимовича, 2.","В O
этом O
списке O
, O
пожалуй O
, O
лидирует O
едва O
ли O
не O
самое O
дорогое O
предложение O
на O
рынке O
вторичной O
недвижимости O
- O
так O
называемый O
Дом O
на O
набережной O
по O
адресу O
улица B-Street
Серафимовича I-Street
, O
2 O
. O"
704,"При возникновении вопросов обращайтесь в управление соцзащиты по адресу: Руза, улица Социалистическая, дом 59.","При O
возникновении O
вопросов O
обращайтесь O
в O
управление O
соцзащиты O
по O
адресу O
: O
Руза O
, O
улица B-Street
Социалистическая I-Street
, O
дом B-House
59 I-House
. O"
705,"На окраине Рузы, недалеко от бывшего магазина «Околица», сгорел дом по адресу: Ивановский бульвар, 27.","На O
окраине O
Рузы O
, O
недалеко O
от O
бывшего O
магазина O
« O
Околица O
» O
, O
сгорел O
дом O
по O
адресу O
: O
Ивановский O
бульвар B-Boulevard
, O
27 O
. O"
706,"Граната Ф-1 была обнаружена в четверг в здании бюро, расположенного по адресу: Галерный проезд, дом 10.","Граната O
Ф O
- O
1 O
была O
обнаружена O
в O
четверг O
в O
здании O
бюро O
, O
расположенного O
по O
адресу O
: O
Галерный O
проезд O
, O
дом B-House
10 I-House
. O"
707,"По ее словам, в воскресенье поздно вечером, представившись сотрудниками милиции, в офис фонда в центре столицы, расположенный по адресу: Непрудный переулок, дом 15, вошли трое мужчин.","По O
ее O
словам O
, O
в O
воскресенье O
поздно O
вечером O
, O
представившись O
сотрудниками O
милиции O
, O
в O
офис O
фонда O
в O
центре O
столицы O
, O
расположенный O
по O
адресу O
: O
Непрудный O
переулок B-Lane
, O
дом B-House
15 I-House
, O
вошли O
трое O
мужчин. O"
708,"Потерпевшая сообщила, что в выходные дни была взломана дверь в ее квартиру по адресу улица Новочеремушкинская, дом 29.","Потерпевшая O
сообщила O
, O
что O
в O
выходные O
дни O
была O
взломана O
дверь O
в O
ее O
квартиру O
по O
адресу O
улица B-Street
Новочеремушкинская I-Street
, O
дом B-House
29 I-House
. O"
709,"Как сообщили ""Интерфаксу"" источники в ГУВД столицы, около 22:00 трое представителей полиции Тбилиси выходили из гостиницы, расположенной по адресу Гостиничный проезд, дом 8А.","Как O
сообщили O
"" O
Интерфаксу O
"" O
источники O
в O
ГУВД O
столицы O
, O
около O
22 O
: O
00 O
трое O
представителей O
полиции O
Тбилиси O
выходили O
из O
гостиницы O
, O
расположенной O
по O
адресу O
Гостиничный O
проезд O
, O
дом B-House
8А I-House
. O"
710,"1, фонд иностранной литературы перемещается в библиотеку по адресу Ленинский проспект, дом 127.","1 O
, O
фонд O
иностранной O
литературы O
перемещается O
в O
библиотеку O
по O
адресу O
Ленинский O
проспект B-Avenue
, O
дом B-House
127 I-House
. O"
711,"Позже пресс-служба столичного управления МЧС уточнила, что горит двухъярусный склад по адресу Сельскохозяйственная улица, дом 35С.","Позже O
пресс-служба O
столичного O
управления O
МЧС O
уточнила O
, O
что O
горит O
двухъярусный O
склад O
по O
адресу O
Сельскохозяйственная O
улица B-Street
, O
дом B-House
35С I-House
. O"
712,"Центр расположен по адресу: Ленинградское шоссе, дом 71А, строение 10.","Центр O
расположен O
по O
адресу O
: O
Ленинградское O
шоссе B-Highway
, O
дом B-House
71А I-House
, O
строение B-Building
10 I-Building
. O"
713,"Жеребцов был обнаружен в своей квартире по адресу: улица Планерная, дом 5, корпус 5 с огнестрельным ранением головы.","Жеребцов O
был O
обнаружен O
в O
своей O
квартире O
по O
адресу O
: O
улица B-Street
Планерная I-Street
, O
дом B-House
5 I-House
, O
корпус B-Building
5 I-Building
с I-Building
огнестрельным I-Building
ранением I-Building
головы. O"
714,"Москве поступило сообщение о пожаре по адресу: Волоколамское шоссе, дом 69, где происходило загорание сухой травы на площади 150 погонных метров.","Москве O
поступило O
сообщение O
о O
пожаре O
по O
адресу O
: O
Волоколамское O
шоссе B-Highway
, O
дом B-House
69 I-House
, O
где O
происходило O
загорание O
сухой O
травы O
на O
площади O
150 O
погонных O
метров. O"
715,"В этом же квартале, но на некотором удалении от кладбища — на углу проспекта КИМа и улицы Одоевского по адресу: проспект КИМа, дом 1, литера Д, компания «ЮИТ Санкт-Петербург» ведет строительство жилого комплекса «КИМа, 1».","В O
этом O
же O
квартале O
, O
но O
на O
некотором O
удалении O
от O
кладбища O
— O
на O
углу O
проспекта O
КИМа O
и O
улицы O
Одоевского O
по O
адресу O
: O
проспект B-Avenue
КИМа I-Avenue
, O
дом B-House
1 I-House
, O
литера O
Д O
, O
компания O
« O
ЮИТ O
Санкт-Петербург O
» O
ведет O
строительство O
жилого O
комплекса O
« O
КИМа O
, O
1 O
» O
. O"
716,"Так, например, решен вопрос о переселении 10 семей из села Рождествено, проживающих по адресу улица Южная, дом 5.","Так O
, O
например O
, O
решен O
вопрос O
о O
переселении O
10 O
семей O
из O
села O
Рождествено O
, O
проживающих O
по O
адресу O
улица B-Street
Южная I-Street
, O
дом B-House
5 I-House
. O"
717,"'Записаться на экскурсию можно в Рузском центре социального обслуживания граждан пожилого возраста и инвалидов по адресу: Руза, улица Федеративная, дом 11 или по телефонам: 8 (49627) 24-697 и 8 (49627) 50-368.'","' O
Записаться O
на O
экскурсию O
можно O
в O
Рузском O
центре O
социального O
обслуживания O
граждан O
пожилого O
возраста O
и O
инвалидов O
по O
адресу O
: O
Руза O
, O
улица B-Street
Федеративная I-Street
, O
дом B-House
11 I-House
или I-House
по I-House
телефонам I-House
: O
8 O
( O
49627 O
) O
24 O
- O
697 O
и O
8 O
( O
49627 O
) O
50 O
- O
368 O
. O
' O"
718,"По вопросам предоставления государственных услуг в сфере занятости населения можно обратиться в Рузский центр занятости населения по адресу: Руза, площадь Партизан, дом 10.","По O
вопросам O
предоставления O
государственных O
услуг O
в O
сфере O
занятости O
населения O
можно O
обратиться O
в O
Рузский O
центр O
занятости O
населения O
по O
адресу O
: O
Руза O
, O
площадь B-Street
Партизан I-Street
, O
дом B-House
10 I-House
. O"
719,"""На последнем этаже многоквартирного жилого дома по адресу ""микрорайон Янтарный, Кольцевая улица, дом 20"" произошел взрыв с последующим пожаром», - сказал собеседник агентства.",""" O
На O
последнем O
этаже O
многоквартирного O
жилого O
дома O
по O
адресу O
"" O
микрорайон O
Янтарный O
, O
Кольцевая O
улица B-Street
, O
дом B-House
20 I-House
"" O
произошел O
взрыв O
с O
последующим O
пожаром O
» O
, O
- O
сказал O
собеседник O
агентства. O"
720,"Территория по адресу Танковый проезд, дом 3 была огорожена для удаления льда и снега с крыши, однако женщина перешла ограждения, проигнорировав все предупреждения сотрудника ГБУ ""Жилищник"", отвечающего за безопасность работ, и оттолкнула его.","Территория O
по O
адресу O
Танковый O
проезд O
, O
дом B-House
3 I-House
была I-House
огорожена I-House
для I-House
удаления O
льда O
и O
снега O
с O
крыши O
, O
однако O
женщина O
перешла O
ограждения O
, O
проигнорировав O
все O
предупреждения O
сотрудника O
ГБУ O
"" O
Жилищник O
"" O
, O
отвечающего O
за O
безопасность O
работ O
, O
и O
оттолкнула O
его. O"
721,"Скончавшийся житель столицы уже после смерти фиктивно был выписан в Московскую область и «поселен» в город Клин по адресу Угловой переулок, дом 12.","Скончавшийся O
житель O
столицы O
уже O
после O
смерти O
фиктивно O
был O
выписан O
в O
Московскую B-Oblast
область I-Oblast
и O
« O
поселен O
» O
в O
город B-City
Клин I-City
по I-City
адресу I-City
Угловой I-City
переулок I-City
, O
дом B-House
12 I-House
. O"
722,"В связи с сильным задымлением эвакуированы сотрудники Министерства финансов РФ, работавшие в одном из зданий ведомства в центре Москвы по адресу Ветошный переулок, дом 5/4.","В O
связи O
с O
сильным O
задымлением O
эвакуированы O
сотрудники O
Министерства O
финансов O
РФ O
, O
работавшие O
в O
одном O
из O
зданий O
ведомства O
в O
центре O
Москвы O
по O
адресу O
Ветошный O
переулок B-Lane
, O
дом B-House
5/4 I-House
. O"
723,"Инцидент произошел рядом с жилым домом, расположенным по адресу: улица Кировоградская, дом 24, строение 1.","Инцидент O
произошел O
рядом O
с O
жилым O
домом O
, O
расположенным O
по O
адресу O
: O
улица B-Street
Кировоградская I-Street
, O
дом B-House
24 I-House
, O
строение B-Building
1 I-Building
. O"
724,"Пострадавших от действий бандитов просят обращаться в ГУ МВД России по ЦФО по адресу улица Шаболовка, дом 6 или по телефону: 8 (499) 764-52-50.","Пострадавших O
от O
действий O
бандитов O
просят O
обращаться O
в O
ГУ O
МВД O
России O
по O
ЦФО O
по O
адресу O
улица B-Street
Шаболовка I-Street
, O
дом B-House
6 I-House
или I-House
по I-House
телефону I-House
: O
8 O
( O
499 O
) O
764 O
- O
52 O
- O
50 O
. O"
725,"Ближайший к указанному участку леса жилой дом по адресу улица Макаренко, 34 находится в 17 метрах от места вырубки и предполагаемой застройки.","Ближайший O
к B-Building
указанному I-Building
участку I-Building
леса I-Building
жилой I-Building
дом O
по O
адресу O
улица B-Street
Макаренко I-Street
, O
34 O
находится O
в O
17 O
метрах O
от O
места O
вырубки O
и O
предполагаемой O
застройки. O"
726,"Экспозиция будет работать две недели по адресу улица Валовая, дом 50А.","Экспозиция O
будет O
работать O
две O
недели O
по O
адресу O
улица B-Street
Валовая I-Street
, O
дом B-House
50А I-House
. O"
727,"По вопросам участия в подпрограмме можно обращаться в жилищный отдел администрации Рузского городского округа по адресу: Руза, улица Солнцева, дом 11 (кабинет 221).","По O
вопросам O
участия O
в O
подпрограмме O
можно O
обращаться O
в O
жилищный O
отдел O
администрации O
Рузского O
городского O
округа O
по O
адресу O
: O
Руза O
, O
улица B-Street
Солнцева I-Street
, O
дом B-House
11 I-House
( O
кабинет O
221 O
) O
. O"
728,"Заявление можно подать до 5 декабря через МФЦ и управление социальной защиты по адресу: Щёлково, улица Свирская, дом № 14.","Заявление O
можно O
подать O
до O
5 O
декабря O
через O
МФЦ O
и O
управление O
социальной O
защиты O
по O
адресу O
: O
Щёлково O
, O
улица B-Street
Свирская I-Street
, O
дом O
№ O
14 O
. O"
729,"15 июня в 14.00 в Щёлковской районной юношеской библиотеке по адресу: улица Талсинская, дом 4а состоится награждение победителей поэтического конкурса «Моё Подмосковье, я сын твой приёмный!..», посвящённого памяти народного поэта Московии Ивана Рудакова.","15 O
июня O
в O
14 O
. O
00 O
в O
Щёлковской O
районной O
юношеской O
библиотеке O
по O
адресу O
: O
улица B-Street
Талсинская I-Street
, O
дом B-House
4а I-House
состоится I-House
награждение I-House
победителей I-House
поэтического O
конкурса O
« O
Моё O
Подмосковье O
, O
я O
сын O
твой O
приёмный O
! O
. O
. O
» O
, O
посвящённого O
памяти O
народного O
поэта O
Московии O
Ивана O
Рудакова. O"
730,"Выставка будет открыта до 10 июля, со вторника по воскресенье с 10.00 до 17.00 по адресу: Фряново, площадь Ленина дом № 2; телефон: 8 (496) 563-53-40.","Выставка O
будет O
открыта O
до O
10 O
июля O
, O
со O
вторника O
по O
воскресенье O
с O
10 O
. O
00 O
до O
17 O
. O
00 O
по O
адресу O
: O
Фряново O
, O
площадь B-Street
Ленина I-Street
дом I-Street
№ I-Street
2 I-Street
; O
телефон O
: O
8 O
( O
496 O
) O
563 O
- O
53 O
- O
40 O
. O"
731,"Кроме того, поступила угроза взрыва по адресу: Ведерников переулок, дом 9, строение 1.","Кроме O
того O
, O
поступила O
угроза O
взрыва O
по O
адресу O
: O
Ведерников O
переулок B-Lane
, O
дом B-House
9 I-House
, O
строение B-Building
1 I-Building
. O"
732,"Губкина, которое расположено по адресу «Ленинский проспект, дом 65, корпус 1», произошел пожар.","Губкина O
, O
которое O
расположено O
по O
адресу O
« O
Ленинский O
проспект B-Avenue
, O
дом B-House
65 I-House
, O
корпус B-Building
1 I-Building
» O
, O
произошел O
пожар. O"
733,"[http://www.interfax.ru/ «Интерфакс»] со ссылкой на собственный источник передает, что взрыв произошел на третьем этаже в однокомнатной квартире N19 по адресу: город Подольск, улица Красная, дом 9/48.","http O
: O
www. O
interfax. O
ru O
« O
Интерфакс O
» O
со O
ссылкой O
на O
собственный O
источник O
передает O
, O
что O
взрыв O
произошел O
на O
третьем O
этаже O
в O
однокомнатной O
квартире O
N O
19 O
по O
адресу O
: O
город B-City
Подольск I-City
, O
улица B-Street
Красная I-Street
, O
дом B-House
9/48 I-House
. O"
734,"Загорание произошло в трехэтажном здании старой постройки по адресу Кутузовский проспект, дом 12, к.","Загорание O
произошло O
в O
трехэтажном O
здании O
старой O
постройки O
по O
адресу O
Кутузовский O
проспект B-Avenue
, O
дом B-House
12 I-House
, O
к. B-Building"
735,"Потушен пожар в здании призывного пункта военного комиссариата по адресу Угрешская улица, дом 8 в Москве.","Потушен O
пожар O
в O
здании O
призывного O
пункта O
военного O
комиссариата O
по O
адресу O
Угрешская O
улица B-Street
, O
дом B-House
8 I-House
в I-House
Москве. I-House"
736,"В правоохранительных органах уточнили, что пожар произошел по адресу Очаковское шоссе, дом 5а.","В O
правоохранительных O
органах O
уточнили O
, O
что O
пожар O
произошел O
по O
адресу O
Очаковское O
шоссе B-Highway
, O
дом B-House
5а I-House
. O"
737,"Представитель МЧС рассказал, что взрыв произошел в 11:23 по адресу: 2-й Грайвороновский проезд, дом 38.","Представитель O
МЧС O
рассказал O
, O
что O
взрыв O
произошел O
в O
11 O
: O
23 O
по O
адресу O
: O
2 O
- O
й O
Грайвороновский O
проезд O
, O
дом B-House
38 I-House
. O"
738,"Инцидент произошел сегодня около 13:15 по московскому времени по адресу: Богоявленский переулок, дом 6/2.","Инцидент O
произошел O
сегодня O
около O
13 O
: O
15 O
по O
московскому O
времени O
по O
адресу O
: O
Богоявленский O
переулок B-Lane
, O
дом B-House
6/2 I-House
. O"
739,"Прием будет осуществляться по 9 июля еженедельно по средам с 10:00 до 13:00 по адресу: Колымажный переулок, дом 14, левое крыло, передает ИТАР-ТАСС.","Прием O
будет O
осуществляться O
по O
9 O
июля O
еженедельно O
по O
средам O
с O
10 O
: O
00 O
до O
13 O
: O
00 O
по O
адресу O
: O
Колымажный O
переулок B-Lane
, O
дом B-House
14 I-House
, O
левое O
крыло O
, O
передает O
ИТАР-ТАСС O
. O"
740,"По данным источника «Интерфакса» в правоохранительных органах, инцидент произошел около 21:00 на территории предприятия, расположенного по адресу: улица Нижние Поля, дом 20 б.","По O
данным O
источника O
« O
Интерфакса O
» O
в O
правоохранительных O
органах O
, O
инцидент O
произошел O
около O
21 O
: O
00 O
на O
территории O
предприятия O
, O
расположенного O
по O
адресу O
: O
улица B-Street
Нижние I-Street
Поля I-Street
, O
дом B-House
20 I-House
б. I-House"
741,"«В 16:50 мск поступил сигнал о возгорании электрических щитков с 3-го по 12-й этаж 16-ти этажного жилого дома по адресу: Московская область, Щелковский муниципальный район, город Лосино-Петровск, улица Первомайская, дом 11.","« O
В O
16 O
: O
50 O
мск O
поступил O
сигнал O
о O
возгорании O
электрических O
щитков O
с O
3 O
- O
го O
по O
12 O
- O
й O
этаж O
16 O
- O
ти O
этажного O
жилого O
дома O
по O
адресу O
: O
Московская B-Oblast
область I-Oblast
, O
Щелковский O
муниципальный B-District
район I-District
, O
город B-City
Лосино-Петровск I-City
, O
улица B-Street
Первомайская I-Street
, O
дом B-House
11 I-House
. O"
742,"Как передает [http://rian.ru РИА «Новости»], в четырехэтажном здании старой постройки по адресу Дубининская улица, дом 57, корпус 2 обвалились перекрытия.","Как O
передает O
http O
: O
rian. O
ru O
РИА O
« O
Новости O
» O
, O
в O
четырехэтажном O
здании O
старой O
постройки O
по O
адресу O
Дубининская O
улица B-Street
, O
дом B-House
57 I-House
, O
корпус B-Building
2 I-Building
обвалились I-Building
перекрытия. I-Building"
743,"Он будет располагаться по адресу: Столешников переулок, дом 9, строение 5.","Он O
будет O
располагаться O
по O
адресу O
: O
Столешников O
переулок B-Lane
, O
дом B-House
9 I-House
, O
строение B-Building
5 I-Building
. O"
744,"В этот раз по адресу улица Институтская, дом 5 появилась свалка после сноса незаконно установленных сараев.","В O
этот O
раз O
по O
адресу O
улица B-Street
Институтская I-Street
, O
дом B-House
5 I-House
появилась I-House
свалка I-House
после I-House
сноса O
незаконно O
установленных O
сараев. O"
745,"По ее словам, ""пансионат"" находился в коттеджном поселке ""Красногорская Усадьба"" по адресу улица Тенистая, дом 4.","По O
ее O
словам O
, O
"" O
пансионат O
"" O
находился O
в O
коттеджном O
поселке O
"" O
Красногорская O
Усадьба O
"" O
по O
адресу O
улица B-Street
Тенистая I-Street
, O
дом B-House
4 I-House
. O"
746,"Ранее пресс-служба управления сообщила о хлопке с последующим возгоранием в одном из цехов предприятия по адресу: улица Связи, дом 10.","Ранее O
пресс-служба O
управления O
сообщила O
о O
хлопке O
с O
последующим O
возгоранием O
в O
одном O
из O
цехов O
предприятия O
по O
адресу O
: O
улица B-Street
Связи I-Street
, O
дом B-House
10 I-House
. O"
747,"А буквально днем ранее в Восточном административном округе столицы произошла массовая потасовка возле кафе ""Сахара"", расположенного по адресу Щелковское шоссе, дом 6, в ходе которой один из участников использовал огнестрельное оружие.","А O
буквально O
днем O
ранее O
в O
Восточном O
административном O
округе O
столицы O
произошла O
массовая O
потасовка O
возле O
кафе O
"" O
Сахара O
"" O
, O
расположенного O
по O
адресу O
Щелковское O
шоссе B-Highway
, O
дом B-House
6 I-House
, O
в O
ходе O
которой O
один O
из O
участников O
использовал O
огнестрельное O
оружие. O"
748,"Школа 354 расположена по адресу Лефортовский переулок, дом 10.","Школа O
354 O
расположена O
по O
адресу O
Лефортовский O
переулок B-Lane
, O
дом B-House
10 I-House
. O"
749,"Радиостанция называет фамилию судьи, который будет вести заседание - Бочков, и уточняет, что заседание начнется в 10 утра по адресу: улица Куйбышева, дом 62, кабинете 207.","Радиостанция O
называет O
фамилию O
судьи O
, O
который O
будет O
вести O
заседание O
- O
Бочков O
, O
и O
уточняет O
, O
что O
заседание O
начнется O
в O
10 O
утра O
по O
адресу O
: O
улица B-Street
Куйбышева I-Street
, O
дом B-House
62 I-House
, O
кабинете O
207 O
. O"
750,"Строительная контора должна была отремонтировать элитные жилые дома, расположенные по адресу: Смоленский бульвар, дом 15, и Садовая-Спасская улица, дом 20, строение 1.","Строительная O
контора O
должна O
была O
отремонтировать O
элитные O
жилые O
дома O
, O
расположенные O
по O
адресу O
: O
Смоленский O
бульвар B-Boulevard
, O
дом B-House
15 I-House
, O
и O
Садовая-Спасская O
улица B-Street
, O
дом B-House
20 I-House
, O
строение B-Building
1 I-Building
. O"
751,"Напомним, что в историческом здании Средних торговых рядов, построенных в конце XIX века, по адресу: Красная площадь, дом 5, планируется построить торгово-гостиничный комплекс «Кремлевский».","Напомним O
, O
что O
в O
историческом O
здании O
Средних O
торговых O
рядов O
, O
построенных O
в O
конце O
XIX O
века O
, O
по O
адресу O
: O
Красная O
площадь B-Street
, O
дом B-House
5 I-House
, O
планируется O
построить O
торгово-гостиничный O
комплекс O
« O
Кремлевский O
» O
. O"
752,"Объектом нападения грабителей стал комплекс офисов, расположенных по адресу улица Профсоюзная, дом 114.","Объектом O
нападения O
грабителей O
стал O
комплекс O
офисов O
, O
расположенных O
по O
адресу O
улица B-Street
Профсоюзная I-Street
, O
дом B-House
114 I-House
. O"
753,"Он рассказал, что строительство будет проходить на базе существующего комплекса ""Город"" по адресу: Рязанский проспект, дом 2.","Он O
рассказал O
, O
что O
строительство O
будет O
проходить O
на O
базе O
существующего O
комплекса O
"" O
Город B-City
"" O
по O
адресу O
: O
Рязанский O
проспект B-Avenue
, O
дом B-House
2 I-House
. O"
754,"«Принимая во внимание историческую значимость здания магазина «Детский мир» по адресу Театральный проезд, дом 5, строение 1, мэром Москвы С.С.Собяниным принято решение рассмотреть вопрос дальнейшей реализации проекта на Градостроительно-земельной комиссии города Москвы», - подчеркивается в письме, приводящемся «Архнадзором».","« O
Принимая O
во O
внимание O
историческую O
значимость O
здания O
магазина O
« O
Детский O
мир O
» O
по O
адресу O
Театральный O
проезд O
, O
дом B-House
5 I-House
, O
строение B-Building
1 I-Building
, O
мэром O
Москвы O
С. O
С. O
Собяниным O
принято O
решение O
рассмотреть O
вопрос O
дальнейшей O
реализации O
проекта O
на O
Градостроительно-земельной O
комиссии O
города O
Москвы O
» O
, O
- O
подчеркивается O
в O
письме O
, O
приводящемся O
« O
Архнадзором O
» O
. O"
755,"Интервью», которая пройдет по адресу: 7-й Ростовский переулок, дом 5, выступят писатели Людмила Улицкая и Григорий Чхартишвили (Борис Акунин).","Интервью O
» O
, O
которая O
пройдет O
по O
адресу O
: O
7 O
- O
й O
Ростовский O
переулок B-Lane
, O
дом B-House
5 I-House
, O
выступят O
писатели O
Людмила O
Улицкая O
и O
Григорий O
Чхартишвили O
( O
Борис O
Акунин O
) O
. O"
756,"Как пишет [http://www.rbcdaily.ru/2012/04/06/market/562949983482200 ""РБК daily""], конце марта Градостроительно-земельная комиссия (ГЗК) разрешила ООО ""КБФ АСТ"" (входит в группу АСТ Тельмана Исмаилова) возвести гостиничный комплекс с апартаментами на 0,3 га по адресу: Никитский бульвар, вл.","Как O
пишет O
http O
: O
www. O
rbcdaily. O
ru O
2012/04/06 O
market O
562949 O
983482 O
200 O
"" O
РБК O
daily O
"" O
, O
конце O
марта O
Градостроительно-земельная O
комиссия O
( O
ГЗК O
) O
разрешила O
ООО O
"" O
КБФ O
АСТ O
"" O
( O
входит O
в O
группу O
АСТ O
Тельмана O
Исмаилова O
) O
возвести O
гостиничный O
комплекс O
с O
апартаментами O
на O
0 O
, O
3 O
га O
по O
адресу O
: O
Никитский O
бульвар B-Boulevard
, O
вл. O"
757,"Ему в 2009 году был передан флигель по адресу: улица Куйбышева, 29, литера Д, рассказал «Канонеру» председатель комитета по внешним связям Евгений Григорьев.","Ему O
в O
2009 O
году O
был O
передан O
флигель O
по O
адресу O
: O
улица B-Street
Куйбышева I-Street
, O
29 O
, O
литера O
Д O
, O
рассказал O
« O
Канонеру O
» O
председатель O
комитета O
по O
внешним O
связям O
Евгений O
Григорьев. O"
758,"«Во Власихе по адресу: улица Солнечная, дом 1 МУП «РКЦ Власиха» начало ремонтировать подъезды, как только получило уведомление о предстоящей проверке.","« O
Во O
Власихе O
по O
адресу O
: O
улица B-Street
Солнечная I-Street
, O
дом B-House
1 I-House
МУП I-House
« O
РКЦ O
Власиха O
» O
начало O
ремонтировать O
подъезды O
, O
как O
только O
получило O
уведомление O
о O
предстоящей O
проверке. O"
759,"Прием будет проводиться с 11.00 до 15.00 в здании Администрации Рузского района по адресу: город Руза, улица Солнцева, дом 11.","Прием O
будет O
проводиться O
с O
11 O
. O
00 O
до O
15 O
. O
00 O
в O
здании O
Администрации O
Рузского B-District
района I-District
по O
адресу O
: O
город B-City
Руза I-City
, O
улица B-Street
Солнцева I-Street
, O
дом B-House
11 I-House
. O"
760,"Мы выделили помещение по адресу: улица Революционная, дом №28, где открыт пункт приема и выдачи вещей нуждающимся семьям.","Мы O
выделили O
помещение O
по O
адресу O
: O
улица B-Street
Революционная I-Street
, O
дом O
№ O
28 O
, O
где O
открыт O
пункт O
приема O
и O
выдачи O
вещей O
нуждающимся O
семьям. O"
761,"В Москве во время встречи с жителями домов по адресу улица Авиамоторная, дом 20/17 задержали депутата Совета депутатов муниципального округа «Лефортово» Александру Андрееву, а также одного из участников встречи Андрея Чивикова.","В O
Москве O
во O
время O
встречи O
с O
жителями O
домов O
по O
адресу O
улица B-Street
Авиамоторная I-Street
, O
дом B-House
20/17 I-House
задержали I-House
депутата I-House
Совета I-House
депутатов O
муниципального O
округа O
« O
Лефортово O
» O
Александру O
Андрееву O
, O
а O
также O
одного O
из O
участников O
встречи O
Андрея O
Чивикова. O"
762,"Запись на собеседование, приём документов и набор слушателей в Школу приёмных родителей производится по адресу: Щёлково, улица Краснознаменская, дом № 6 (вход рядом с банком ВТБ).","Запись O
на O
собеседование O
, O
приём O
документов O
и O
набор O
слушателей O
в O
Школу O
приёмных O
родителей O
производится O
по O
адресу O
: O
Щёлково O
, O
улица B-Street
Краснознаменская I-Street
, O
дом O
№ O
6 O
( O
вход O
рядом O
с O
банком O
ВТБ O
) O
. O"
763,"""В 19:29 мск поступило сообщение о происшествии по адресу: Ярославль, улица Батова, дом 5.",""" O
В O
19 O
: O
29 O
мск O
поступило O
сообщение O
о O
происшествии O
по O
адресу O
: O
Ярославль O
, O
улица B-Street
Батова I-Street
, O
дом B-House
5 I-House
. O"
764,"Он разместился в усадьбе Лопухиных по адресу Малый Знаменский переулок, дом 3/5, строение 4.","Он O
разместился O
в O
усадьбе O
Лопухиных O
по O
адресу O
Малый O
Знаменский O
переулок B-Lane
, O
дом B-House
3/5 I-House
, O
строение B-Building
4 I-Building
. O"
765,"В зону застройки попадает и дом по адресу улица Пушкина, 27, в котором жила семья Мамина-Сибиряка.","В O
зону O
застройки O
попадает O
и O
дом O
по O
адресу O
улица B-Street
Пушкина I-Street
, O
27 O
, O
в O
котором O
жила O
семья O
Мамина-Сибиряка O
. O"
766,"Между тем, по данным [http://www.gazeta.ru/ Газеты.Ru], обыски проходили в одном из офисов МЕНАТЕПа СПб, расположенном по адресу Уланский переулок, дом 22.","Между O
тем O
, O
по O
данным O
http O
: O
www. O
gazeta. O
ru O
Газеты. O
Ru O
, O
обыски O
проходили O
в O
одном O
из O
офисов O
МЕНАТЕПа O
СПб O
, O
расположенном O
по O
адресу O
Уланский O
переулок B-Lane
, O
дом B-House
22 I-House
. O"
767,"Сотрудники Следственного комитета РФ провели выемку документов в офисе главного управления Банка России по Центральному федеральному округу, расположенном по адресу улица Балчуг, дом 2 в центре Москвы, сообщают [http://www.vedomosti.ru/finance/articles/2016/09/12/656508-viemku-ofise-tsentrobanka «Ведомости»] со ссылкой на собственные источники.","Сотрудники O
Следственного O
комитета O
РФ O
провели O
выемку O
документов O
в O
офисе O
главного O
управления O
Банка O
России O
по O
Центральному O
федеральному O
округу O
, O
расположенном O
по O
адресу O
улица B-Street
Балчуг I-Street
, O
дом B-House
2 I-House
в I-House
центре I-House
Москвы I-House
, O
сообщают O
http O
: O
www. O
vedomosti. O
ru O
finance O
articles O
2016/09/12/656508 O
- O
viemku-ofise-tsentrobanka O
« O
Ведомости O
» O
со O
ссылкой O
на O
собственные O
источники. O"
768,"Как сообщили «Интерфаксу» в воскресенье источники вправоохранительных органах, накануне в 07:45 в дежурную часть УВД «Лефортово» Юго-Восточного округа столицы поступило сообщение о том, что на территории 29-й горбольницы, расположенной по адресу: Госпитальная площадь, дом 2, произошел прорыв трубы горячего водоснабжения, питающий эту горбольницу.","Как O
сообщили O
« O
Интерфаксу O
» O
в O
воскресенье O
источники O
вправоохранительных O
органах O
, O
накануне O
в O
07 O
: O
45 O
в O
дежурную O
часть O
УВД O
« O
Лефортово O
» O
Юго-Восточного O
округа O
столицы O
поступило O
сообщение O
о O
том O
, O
что O
на O
территории O
29 O
- O
й O
горбольницы O
, O
расположенной O
по O
адресу O
: O
Госпитальная O
площадь B-Street
, O
дом B-House
2 I-House
, O
произошел O
прорыв O
трубы O
горячего O
водоснабжения O
, O
питающий O
эту O
горбольницу O
. O"
769,"По его словам, около 21:15 в подвале трехэтажного здания по адресу Малая Пироговская улица, дом 10/12, произошел первый взрыв, спустя некоторое время прогремел второй.","По O
его O
словам O
, O
около O
21 O
: O
15 O
в O
подвале O
трехэтажного O
здания O
по O
адресу O
Малая O
Пироговская O
улица B-Street
, O
дом B-House
10/12 I-House
, O
произошел O
первый O
взрыв O
, O
спустя O
некоторое O
время O
прогремел O
второй. O"
