"text","annotations"
"Адрес: Ростовская область, городе Томск, улица Кирова, д. 54.","Адрес O
: O
Ростовская B-Oblast
область I-Oblast
, O
городе B-City
Томск I-City
, O
улица B-Street
Кирова I-Street
, O
д. B-House
54 I-House
. O"
"Доставка по адресу: Пермский край, Калуга, проспект Славы, д. 222Б, квартире 378.","Доставка O
по O
адресу O
: O
Пермский B-Krai
край I-Krai
, O
Калуга B-City
, O
проспект B-Avenue
Славы I-Avenue
, O
д. B-House
222Б I-House
, O
квартире B-Flat
378 I-Flat
. O"
"Мы переехали в Алтай, в город Сургут, бульвар Морской, д. 108.","Мы O
переехали O
в O
Алтай B-Republic
, O
в O
город B-City
Сургут I-City
, O
бульвар B-Boulevard
Морской I-Boulevard
, O
д. B-House
108 I-House
. O"
"Я родился в деревни Старое, в Первомайский район, Нижегородская область.","Я O
родился O
в O
деревни B-Village
Старое I-Village
, O
в O
Первомайский B-District
район I-District
, O
Нижегородская B-Oblast
область I-Oblast
. O"
"Поеду в поселок Южный, Советский район, Забайкальский край.","Поеду O
в O
поселок B-Poselok
Южный I-Poselok
, O
Советский B-District
район I-District
, O
Забайкальский B-Krai
край I-Krai
. O"
"Склад: Ямало-Ненецкий автономный округ, городе Санкт-Петербург, шоссе Симферопольское, дом 41В, стр В, сооружении 8.","Склад O
: O
Ямало-Ненецкий B-AO
автономный I-AO
округ I-AO
, O
городе B-City
Санкт-Петербург I-City
, O
шоссе B-Highway
Симферопольское I-Highway
, O
дом B-House
41В I-House
, O
стр B-Building
В I-Building
, O
сооружении B-Structure
8 I-Structure
. O"
"Встретимся на набережная Волги в Ижевск.","Встретимся O
на O
набережная B-Embankment
Волги I-Embankment
в O
Ижевск B-City
. O"
"Живу в микрорайон Заречный, Великий Новгород, улица 50-летия Октября, дом 243В.","Живу O
в O
микрорайон B-Microdistrict
Заречный I-Microdistrict
, O
Великий B-City
Новгород I-City
, O
улица B-Street
50-летия I-Street
Октября I-Street
, O
дом B-House
243В I-House
. O"
"Квартира кв 314 находится по адресу: Самара, переулке Северный, доме 13.","Квартира O
кв B-Flat
314 I-Flat
находится O
по O
адресу O
: O
Самара B-City
, O
переулке B-Lane
Северный I-Lane
, O
доме B-House
13 I-House
. O"
"Наш офис в муниципальное образование Центральный, Санкт-Петербург, проспект Мира, дом 184.","Наш O
офис O
в O
муниципальное B-Municipality
образование I-Municipality
Центральный I-Municipality
, O
Санкт-Петербург B-City
, O
проспект B-Avenue
Мира I-Avenue
, O
дом B-House
184 I-House
. O"
"Мы находимся в Российская Федерация, Тверская область, Ростов-на-Дону.","Мы O
находимся O
в O
Российская B-Country
Федерация I-Country
, O
Тверская B-Oblast
область I-Oblast
, O
Ростов-на-Дону B-City
. O"
"Отправь письмо: Россия, Алтай, Октябрьский район, села Никольское, улице Чехова, доме 111.","Отправь O
письмо O
: O
Россия B-Country
, O
Алтай B-Republic
, O
Октябрьский B-District
район I-District
, O
села B-Selo
Никольское I-Selo
, O
улице B-Street
Чехова I-Street
, O
доме B-House
111 I-House
. O"
"Я живу в Ижевск, микрорайоне Заречный, квартал 27.","Я O
живу O
в O
Ижевск B-City
, O
микрорайоне B-Microdistrict
Заречный I-Microdistrict
, O
квартал B-Quarter
27 I-Quarter
. O"
"Адрес: Санкт-Петербург, улице Садовая, доме 95, стр 8, квартире 69.","Адрес O
: O
Санкт-Петербург B-City
, O
улице B-Street
Садовая I-Street
, O
доме B-House
95 I-House
, O
стр B-Building
8 I-Building
, O
квартире B-Flat
69 I-Flat
. O"
"Точка на карте: Владивосток, улица Комсомольская, д 182, сооружении 2.","Точка O
на O
карте O
: O
Владивосток B-City
, O
улица B-Street
Комсомольская I-Street
, O
д B-House
182 I-House
, O
сооружении B-Structure
2 I-Structure
. O"
"Адрес: Московская область, города Санкт-Петербург, улица Комсомольская, дом 65.","Адрес O
: O
Московская B-Oblast
область I-Oblast
, O
города B-City
Санкт-Петербург I-City
, O
улица B-Street
Комсомольская I-Street
, O
дом B-House
65 I-House
. O"
"Доставка по адресу: Хабаровский край, город Киров, проспект Науки, доме 67Б, квартире 450.","Доставка O
по O
адресу O
: O
Хабаровский B-Krai
край I-Krai
, O
город B-City
Киров I-City
, O
проспект B-Avenue
Науки I-Avenue
, O
доме B-House
67Б I-House
, O
квартире B-Flat
450 I-Flat
. O"
"Мы переехали в Башкортостан, в городе Омск, бульваре Цветочный, дом 33.","Мы O
переехали O
в O
Башкортостан B-Republic
, O
в O
городе B-City
Омск I-City
, O
бульваре B-Boulevard
Цветочный I-Boulevard
, O
дом B-House
33 I-House
. O"
"Я родился в деревни Михайловка, в Первомайский район, Воронежская область.","Я O
родился O
в O
деревни B-Village
Михайловка I-Village
, O
в O
Первомайский B-District
район I-District
, O
Воронежская B-Oblast
область I-Oblast
. O"
"Поеду в посёлок Дорожный, Октябрьский район, Камчатский край.","Поеду O
в O
посёлок B-Poselok
Дорожный I-Poselok
, O
Октябрьский B-District
район I-District
, O
Камчатский B-Krai
край I-Krai
. O"
"Склад: Чукотский автономный округ, Великий Новгород, шоссе Каширское, дом 49А, строение Б, сооружение 8.","Склад O
: O
Чукотский B-AO
автономный I-AO
округ I-AO
, O
Великий B-City
Новгород I-City
, O
шоссе B-Highway
Каширское I-Highway
, O
дом B-House
49А I-House
, O
строение B-Building
Б I-Building
, O
сооружение B-Structure
8 I-Structure
. O"
"Встретимся на набережная Камы в Саратов.","Встретимся O
на O
набережная B-Embankment
Камы I-Embankment
в O
Саратов B-City
. O"
"Живу в микрорайоне Новый, Омск, улице Мира, дом 53.","Живу O
в O
микрорайоне B-Microdistrict
Новый I-Microdistrict
, O
Омск B-City
, O
улице B-Street
Мира I-Street
, O
дом B-House
53 I-House
. O"
"Квартира квартира 428 находится по адресу: города Томск, переулок Северный, доме 107.","Квартира O
квартира B-Flat
428 I-Flat
находится O
по O
адресу O
: O
города B-City
Томск I-City
, O
переулок B-Lane
Северный I-Lane
, O
доме B-House
107 I-House
. O"
"Наш офис в муниципальное образование Академический, Тверь, проспекте Невский, дом 101.","Наш O
офис O
в O
муниципальное B-Municipality
образование I-Municipality
Академический I-Municipality
, O
Тверь B-City
, O
проспекте B-Avenue
Невский I-Avenue
, O
дом B-House
101 I-House
. O"
"Мы находимся в Россия, Тверская область, города Великий Новгород.","Мы O
находимся O
в O
Россия B-Country
, O
Тверская B-Oblast
область I-Oblast
, O
города B-City
Великий I-City
Новгород I-City
. O"
"Отправь письмо: РФ, Марий, Октябрьский район, села Ключи, улице Победы, дом 168.","Отправь O
письмо O
: O
РФ B-Country
, O
Марий B-Republic
, O
Октябрьский B-District
район I-District
, O
села B-Selo
Ключи I-Selo
, O
улице B-Street
Победы I-Street
, O
дом B-House
168 I-House
. O"
"Я живу в Воронеж, микрорайон Южный, квартал 42.","Я O
живу O
в O
Воронеж B-City
, O
микрорайон B-Microdistrict
Южный I-Microdistrict
, O
квартал B-Quarter
42 I-Quarter
. O"
"Адрес: города Сочи, улице Красная, дом 103, строение 7, квартира 84.","Адрес O
: O
города B-City
Сочи I-City
, O
улице B-Street
Красная I-Street
, O
дом B-House
103 I-House
, O
строение B-Building
7 I-Building
, O
квартира B-Flat
84 I-Flat
. O"
"Точка на карте: Калуга, улица Молодёжная, дом 77, сооружении 5.","Точка O
на O
карте O
: O
Калуга B-City
, O
улица B-Street
Молодёжная I-Street
, O
дом B-House
77 I-House
, O
сооружении B-Structure
5 I-Structure
. O"
"Адрес: Самарская область, Пермь, улице Советская, д 227.","Адрес O
: O
Самарская B-Oblast
область I-Oblast
, O
Пермь B-City
, O
улице B-Street
Советская I-Street
, O
д B-House
227 I-House
. O"
"Доставка по адресу: Камчатский край, Химки, проспект Октября, д 162, квартира 263.","Доставка O
по O
адресу O
: O
Камчатский B-Krai
край I-Krai
, O
Химки B-City
, O
проспект B-Avenue
Октября I-Avenue
, O
д B-House
162 I-House
, O
квартира B-Flat
263 I-Flat
. O"
"Мы переехали в Бурятия, в Омск, бульвар Дружбы, д. 120.","Мы O
переехали O
в O
Бурятия B-Republic
, O
в O
Омск B-City
, O
бульвар B-Boulevard
Дружбы I-Boulevard
, O
д. B-House
120 I-House
. O"
"Я родился в деревне Поляны, в Советский район, Новосибирская область.","Я O
родился O
в O
деревне B-Village
Поляны I-Village
, O
в O
Советский B-District
район I-District
, O
Новосибирская B-Oblast
область I-Oblast
. O"
"Поеду в поселке Прибрежный, Калининский район, Хабаровский край.","Поеду O
в O
поселке B-Poselok
Прибрежный I-Poselok
, O
Калининский B-District
район I-District
, O
Хабаровский B-Krai
край I-Krai
. O"
"Склад: Чукотский автономный округ, Казань, шоссе Симферопольское, д 106В, стр Б, сооружении 10.","Склад O
: O
Чукотский B-AO
автономный I-AO
округ I-AO
, O
Казань B-City
, O
шоссе B-Highway
Симферопольское I-Highway
, O
д B-House
106В I-House
, O
стр B-Building
Б I-Building
, O
сооружении B-Structure
10 I-Structure
. O"
"Встретимся на набережной Речной в город Великий Новгород.","Встретимся O
на O
набережной B-Embankment
Речной I-Embankment
в O
город B-City
Великий I-City
Новгород I-City
. O"
"Живу в микрорайоне Северный, Набережные Челны, улице Октябрьская, д. 88.","Живу O
в O
микрорайоне B-Microdistrict
Северный I-Microdistrict
, O
Набережные B-City
Челны I-City
, O
улице B-Street
Октябрьская I-Street
, O
д. B-House
88 I-House
. O"
"Квартира квартира 109 находится по адресу: городе Иркутск, переулке Тихий, дом 2.","Квартира O
квартира B-Flat
109 I-Flat
находится O
по O
адресу O
: O
городе B-City
Иркутск I-City
, O
переулке B-Lane
Тихий I-Lane
, O
дом B-House
2 I-House
. O"
"Наш офис в муниципальное образование Сириус, города Владивосток, проспекте Героев, д. 177.","Наш O
офис O
в O
муниципальное B-Municipality
образование I-Municipality
Сириус I-Municipality
, O
города B-City
Владивосток I-City
, O
проспекте B-Avenue
Героев I-Avenue
, O
д. B-House
177 I-House
. O"
"Мы находимся в РФ, Волгоградская область, Ростов-на-Дону.","Мы O
находимся O
в O
РФ B-Country
, O
Волгоградская B-Oblast
область I-Oblast
, O
Ростов-на-Дону B-City
. O"
"Отправь письмо: Россия, Марий Эл, Центральный район, село Александровка, улице Советская, доме 167В.","Отправь O
письмо O
: O
Россия B-Country
, O
Марий B-Republic
Эл I-Republic
, O
Центральный B-District
район I-District
, O
село B-Selo
Александровка I-Selo
, O
улице B-Street
Советская I-Street
, O
доме B-House
167В I-House
. O"
"Я живу в Сочи, микрорайоне Центральный, квартал 31.","Я O
живу O
в O
Сочи B-City
, O
микрорайоне B-Microdistrict
Центральный I-Microdistrict
, O
квартал B-Quarter
31 I-Quarter
. O"
"Адрес: Ростов-на-Дону, улице Пушкина, д 121Б, стр А, кв 425.","Адрес O
: O
Ростов-на-Дону B-City
, O
улице B-Street
Пушкина I-Street
, O
д B-House
121Б I-House
, O
стр B-Building
А I-Building
, O
кв B-Flat
425 I-Flat
. O"
"Точка на карте: Нижний Новгород, улице Мира, д 218, сооружении Б.","Точка O
на O
карте O
: O
Нижний B-City
Новгород I-City
, O
улице B-Street
Мира I-Street
, O
д B-House
218 I-House
, O
сооружении B-Structure
Б I-Structure
. O"
"Адрес: Нижегородская область, Курск, улица Чехова, дом 136В.","Адрес O
: O
Нижегородская B-Oblast
область I-Oblast
, O
Курск B-City
, O
улица B-Street
Чехова I-Street
, O
дом B-House
136В I-House
. O"
"Доставка по адресу: Приморский край, Великий Новгород, проспект Героев, д 160, квартире 230.","Доставка O
по O
адресу O
: O
Приморский B-Krai
край I-Krai
, O
Великий B-City
Новгород I-City
, O
проспект B-Avenue
Героев I-Avenue
, O
д B-House
160 I-House
, O
квартире B-Flat
230 I-Flat
. O"
"Мы переехали в Татарстан, в городе Тюмень, бульвар Дружбы, доме 151.","Мы O
переехали O
в O
Татарстан B-Republic
, O
в O
городе B-City
Тюмень I-City
, O
бульвар B-Boulevard
Дружбы I-Boulevard
, O
доме B-House
151 I-House
. O"
"Я родился в деревни Сосновка, в Фрунзенский район, Новосибирская область.","Я O
родился O
в O
деревни B-Village
Сосновка I-Village
, O
в O
Фрунзенский B-District
район I-District
, O
Новосибирская B-Oblast
область I-Oblast
. O"
"Поеду в посёлке Прибрежный, Железнодорожный район, Приморский край.","Поеду O
в O
посёлке B-Poselok
Прибрежный I-Poselok
, O
Железнодорожный B-District
район I-District
, O
Приморский B-Krai
край I-Krai
. O"
"Склад: Ненецкий автономный округ, Иркутск, шоссе Каширское, дом 171, строение А, сооружение Б.","Склад O
: O
Ненецкий B-AO
автономный I-AO
округ I-AO
, O
Иркутск B-City
, O
шоссе B-Highway
Каширское I-Highway
, O
дом B-House
171 I-House
, O
строение B-Building
А I-Building
, O
сооружение B-Structure
Б I-Structure
. O"
"Встретимся на набережная Невы в Киров.","Встретимся O
на O
набережная B-Embankment
Невы I-Embankment
в O
Киров B-City
. O"
"Живу в микрорайоне Центральный, Набережные Челны, улица Ленина, д. 111А.","Живу O
в O
микрорайоне B-Microdistrict
Центральный I-Microdistrict
, O
Набережные B-City
Челны I-City
, O
улица B-Street
Ленина I-Street
, O
д. B-House
111А I-House
. O"
"Квартира квартира 288 находится по адресу: городе Санкт-Петербург, переулке Школьный, доме 219.","Квартира O
квартира B-Flat
288 I-Flat
находится O
по O
адресу O
: O
городе B-City
Санкт-Петербург I-City
, O
переулке B-Lane
Школьный I-Lane
, O
доме B-House
219 I-House
. O"
"Наш офис в муниципальное образование Сириус, Самара, проспект Героев, дом 201.","Наш O
офис O
в O
муниципальное B-Municipality
образование I-Municipality
Сириус I-Municipality
, O
Самара B-City
, O
проспект B-Avenue
Героев I-Avenue
, O
дом B-House
201 I-House
. O"
"Мы находимся в Россия, Тверская область, Уфа.","Мы O
находимся O
в O
Россия B-Country
, O
Тверская B-Oblast
область I-Oblast
, O
Уфа B-City
. O"
"Отправь письмо: РФ, Марий Эл, Первомайский район, села Петрово, улице Речная, д 188.","Отправь O
письмо O
: O
РФ B-Country
, O
Марий B-Republic
Эл I-Republic
, O
Первомайский B-District
район I-District
, O
села B-Selo
Петрово I-Selo
, O
улице B-Street
Речная I-Street
, O
д B-House
188 I-House
. O"
"Я живу в город Омск, микрорайоне Заречный, квартале 50.","Я O
живу O
в O
город B-City
Омск I-City
, O
микрорайоне B-Microdistrict
Заречный I-Microdistrict
, O
квартале B-Quarter
50 I-Quarter
. O"
"Адрес: Великий Новгород, улице Полевая, доме 22, стр 7, квартира 386.","Адрес O
: O
Великий B-City
Новгород I-City
, O
улице B-Street
Полевая I-Street
, O
доме B-House
22 I-House
, O
стр B-Building
7 I-Building
, O
квартира B-Flat
386 I-Flat
. O"
"Точка на карте: Псков, улице Гагарина, д 236, сооружении В.","Точка O
на O
карте O
: O
Псков B-City
, O
улице B-Street
Гагарина I-Street
, O
д B-House
236 I-House
, O
сооружении B-Structure
В I-Structure
. O"
"Адрес: Московская область, Пермь, улица Кирова, д. 81.","Адрес O
: O
Московская B-Oblast
область I-Oblast
, O
Пермь B-City
, O
улица B-Street
Кирова I-Street
, O
д. B-House
81 I-House
. O"
"Доставка по адресу: Пермский край, Казань, проспект Мира, д. 108, кв 359.","Доставка O
по O
адресу O
: O
Пермский B-Krai
край I-Krai
, O
Казань B-City
, O
проспект B-Avenue
Мира I-Avenue
, O
д. B-House
108 I-House
, O
кв B-Flat
359 I-Flat
. O"
"Мы переехали в Чувашия, в Санкт-Петербург, бульваре Надежд, доме 180.","Мы O
переехали O
в O
Чувашия B-Republic
, O
в O
Санкт-Петербург B-City
, O
бульваре B-Boulevard
Надежд I-Boulevard
, O
доме B-House
180 I-House
. O"
"Я родился в деревни Луговое, в Приморский район, Калужская область.","Я O
родился O
в O
деревни B-Village
Луговое I-Village
, O
в O
Приморский B-District
район I-District
, O
Калужская B-Oblast
область I-Oblast
. O"
"Поеду в посёлке Новый, Первомайский район, Хабаровский край.","Поеду O
в O
посёлке B-Poselok
Новый I-Poselok
, O
Первомайский B-District
район I-District
, O
Хабаровский B-Krai
край I-Krai
. O"
"Склад: Ямало-Ненецкий автономный округ, Набережные Челны, шоссе Ленинградское, доме 134, строении А, сооружении 3.","Склад O
: O
Ямало-Ненецкий B-AO
автономный I-AO
округ I-AO
, O
Набережные B-City
Челны I-City
, O
шоссе B-Highway
Ленинградское I-Highway
, O
доме B-House
134 I-House
, O
строении B-Building
А I-Building
, O
сооружении B-Structure
3 I-Structure
. O"
"Встретимся на набережной Енисея в города Химки.","Встретимся O
на O
набережной B-Embankment
Енисея I-Embankment
в O
города B-City
Химки I-City
. O"
"Живу в мкр Северный, города Калуга, улица Новая, дом 194.","Живу O
в O
мкр B-Microdistrict
Северный I-Microdistrict
, O
города B-City
Калуга I-City
, O
улица B-Street
Новая I-Street
, O
дом B-House
194 I-House
. O"
"Квартира квартира 230 находится по адресу: городе Самара, переулок Северный, д. 77.","Квартира O
квартира B-Flat
230 I-Flat
находится O
по O
адресу O
: O
городе B-City
Самара I-City
, O
переулок B-Lane
Северный I-Lane
, O
д. B-House
77 I-House
. O"
"Наш офис в муниципальное образование Академический, Псков, проспекте Ленина, доме 211.","Наш O
офис O
в O
муниципальное B-Municipality
образование I-Municipality
Академический I-Municipality
, O
Псков B-City
, O
проспекте B-Avenue
Ленина I-Avenue
, O
доме B-House
211 I-House
. O"
"Мы находимся в Российская Федерация, Ленинградская область, город Химки.","Мы O
находимся O
в O
Российская B-Country
Федерация I-Country
, O
Ленинградская B-Oblast
область I-Oblast
, O
город B-City
Химки I-City
. O"
"Отправь письмо: Россия, Марий Эл, Фрунзенский район, селе Александровка, улице Кирова, д 151.","Отправь O
письмо O
: O
Россия B-Country
, O
Марий B-Republic
Эл I-Republic
, O
Фрунзенский B-District
район I-District
, O
селе B-Selo
Александровка I-Selo
, O
улице B-Street
Кирова I-Street
, O
д B-House
151 I-House
. O"
"Я живу в Воронеж, мкр Новый, квартале 29.","Я O
живу O
в O
Воронеж B-City
, O
мкр B-Microdistrict
Новый I-Microdistrict
, O
квартале B-Quarter
29 I-Quarter
. O"
"Адрес: Химки, улица Школьная, доме 125, строение 9, кв 109.","Адрес O
: O
Химки B-City
, O
улица B-Street
Школьная I-Street
, O
доме B-House
125 I-House
, O
строение B-Building
9 I-Building
, O
кв B-Flat
109 I-Flat
. O"
"Точка на карте: Ростов-на-Дону, улице Энергетиков, дом 155, сооружение Б.","Точка O
на O
карте O
: O
Ростов-на-Дону B-City
, O
улице B-Street
Энергетиков I-Street
, O
дом B-House
155 I-House
, O
сооружение B-Structure
Б I-Structure
. O"
"Адрес: Московская область, Санкт-Петербург, улице Новая, д. 125А.","Адрес O
: O
Московская B-Oblast
область I-Oblast
, O
Санкт-Петербург B-City
, O
улице B-Street
Новая I-Street
, O
д. B-House
125А I-House
. O"
"Доставка по адресу: Пермский край, Ижевск, проспект Космонавтов, доме 210, квартира 63.","Доставка O
по O
адресу O
: O
Пермский B-Krai
край I-Krai
, O
Ижевск B-City
, O
проспект B-Avenue
Космонавтов I-Avenue
, O
доме B-House
210 I-House
, O
квартира B-Flat
63 I-Flat
. O"
"Мы переехали в Башкортостан, в Воронеж, бульваре Морской, д. 201.","Мы O
переехали O
в O
Башкортостан B-Republic
, O
в O
Воронеж B-City
, O
бульваре B-Boulevard
Морской I-Boulevard
, O
д. B-House
201 I-House
. O"
"Я родился в деревня Новоалександровка, в Советский район, Иркутская область.","Я O
родился O
в O
деревня B-Village
Новоалександровка I-Village
, O
в O
Советский B-District
район I-District
, O
Иркутская B-Oblast
область I-Oblast
. O"
"Поеду в посёлке Горный, Фрунзенский район, Пермский край.","Поеду O
в O
посёлке B-Poselok
Горный I-Poselok
, O
Фрунзенский B-District
район I-District
, O
Пермский B-Krai
край I-Krai
. O"
"Склад: Чукотский автономный округ, городе Иркутск, шоссе Варшавское, д 87, стр В, сооружение 3.","Склад O
: O
Чукотский B-AO
автономный I-AO
округ I-AO
, O
городе B-City
Иркутск I-City
, O
шоссе B-Highway
Варшавское I-Highway
, O
д B-House
87 I-House
, O
стр B-Building
В I-Building
, O
сооружение B-Structure
3 I-Structure
. O"
"Встретимся на набережной Оби в Набережные Челны.","Встретимся O
на O
набережной B-Embankment
Оби I-Embankment
в O
Набережные B-City
Челны I-City
. O"
"Живу в микрорайон Северный, Казань, улица 50-летия Октября, д 129.","Живу O
в O
микрорайон B-Microdistrict
Северный I-Microdistrict
, O
Казань B-City
, O
улица B-Street
50-летия I-Street
Октября I-Street
, O
д B-House
129 I-House
. O"
"Квартира квартира 338 находится по адресу: Нижний Новгород, переулок Южный, доме 213.","Квартира O
квартира B-Flat
338 I-Flat
находится O
по O
адресу O
: O
Нижний B-City
Новгород I-City
, O
переулок B-Lane
Южный I-Lane
, O
доме B-House
213 I-House
. O"
"Наш офис в муниципальное образование Центральный, городе Тверь, проспекте Невский, дом 88.","Наш O
офис O
в O
муниципальное B-Municipality
образование I-Municipality
Центральный I-Municipality
, O
городе B-City
Тверь I-City
, O
проспекте B-Avenue
Невский I-Avenue
, O
дом B-House
88 I-House
. O"
"Мы находимся в Российская Федерация, Московская область, Санкт-Петербург.","Мы O
находимся O
в O
Российская B-Country
Федерация I-Country
, O
Московская B-Oblast
область I-Oblast
, O
Санкт-Петербург B-City
. O"
"Отправь письмо: Россия, Марий Эл, Калининский район, селе Петрово, улица Гагарина, д. 197Б.","Отправь O
письмо O
: O
Россия B-Country
, O
Марий B-Republic
Эл I-Republic
, O
Калининский B-District
район I-District
, O
селе B-Selo
Петрово I-Selo
, O
улица B-Street
Гагарина I-Street
, O
д. B-House
197Б I-House
. O"
"Я живу в Казань, микрорайон Солнечный, квартал 46.","Я O
живу O
в O
Казань B-City
, O
микрорайон B-Microdistrict
Солнечный I-Microdistrict
, O
квартал B-Quarter
46 I-Quarter
. O"
"Адрес: город Тверь, улице Парковая, д. 97, строение 1, кв 301.","Адрес O
: O
город B-City
Тверь I-City
, O
улице B-Street
Парковая I-Street
, O
д. B-House
97 I-House
, O
строение B-Building
1 I-Building
, O
кв B-Flat
301 I-Flat
. O"
"Точка на карте: городе Пермь, улице Мира, дом 82, сооружении 2.","Точка O
на O
карте O
: O
городе B-City
Пермь I-City
, O
улице B-Street
Мира I-Street
, O
дом B-House
82 I-House
, O
сооружении B-Structure
2 I-Structure
. O"
"Адрес: Ростовская область, Москва, улица Навагинская, доме 196.","Адрес O
: O
Ростовская B-Oblast
область I-Oblast
, O
Москва B-City
, O
улица B-Street
Навагинская I-Street
, O
доме B-House
196 I-House
. O"
"Доставка по адресу: Пермский край, города Сочи, проспект Науки, доме 96, квартира 401.","Доставка O
по O
адресу O
: O
Пермский B-Krai
край I-Krai
, O
города B-City
Сочи I-City
, O
проспект B-Avenue
Науки I-Avenue
, O
доме B-House
96 I-House
, O
квартира B-Flat
401 I-Flat
. O"
"Мы переехали в Коми, в Казань, бульваре Надежд, д. 168.","Мы O
переехали O
в O
Коми B-Republic
, O
в O
Казань B-City
, O
бульваре B-Boulevard
Надежд I-Boulevard
, O
д. B-House
168 I-House
. O"
"Я родился в деревня Ольгино, в Фрунзенский район, Челябинская область.","Я O
родился O
в O
деревня B-Village
Ольгино I-Village
, O
в O
Фрунзенский B-District
район I-District
, O
Челябинская B-Oblast
область I-Oblast
. O"
"Поеду в посёлок Новый, Железнодорожный район, Приморский край.","Поеду O
в O
посёлок B-Poselok
Новый I-Poselok
, O
Железнодорожный B-District
район I-District
, O
Приморский B-Krai
край I-Krai
. O"
"Склад: Ямало-Ненецкий автономный округ, Казань, шоссе Каширское, д. 23, строение В, сооружении В.","Склад O
: O
Ямало-Ненецкий B-AO
автономный I-AO
округ I-AO
, O
Казань B-City
, O
шоссе B-Highway
Каширское I-Highway
, O
д. B-House
23 I-House
, O
строение B-Building
В I-Building
, O
сооружении B-Structure
В I-Structure
. O"
"Встретимся на набережной Дона в Самара.","Встретимся O
на O
набережной B-Embankment
Дона I-Embankment
в O
Самара B-City
. O"
"Живу в микрорайон Центральный, Ростов-на-Дону, улице Октябрьская, дом 234.","Живу O
в O
микрорайон B-Microdistrict
Центральный I-Microdistrict
, O
Ростов-на-Дону B-City
, O
улице B-Street
Октябрьская I-Street
, O
дом B-House
234 I-House
. O"
"Квартира кв 473 находится по адресу: города Москва, переулке Садовый, д 196.","Квартира O
кв B-Flat
473 I-Flat
находится O
по O
адресу O
: O
города B-City
Москва I-City
, O
переулке B-Lane
Садовый I-Lane
, O
д B-House
196 I-House
. O"
"Наш офис в муниципальное образование Сириус, Сочи, проспект Науки, д 173Б.","Наш O
офис O
в O
муниципальное B-Municipality
образование I-Municipality
Сириус I-Municipality
, O
Сочи B-City
, O
проспект B-Avenue
Науки I-Avenue
, O
д B-House
173Б I-House
. O"
"Мы находимся в РФ, Самарская область, Москва.","Мы O
находимся O
в O
РФ B-Country
, O
Самарская B-Oblast
область I-Oblast
, O
Москва B-City
. O"
"Отправь письмо: Россия, Крым, Кировский район, село Лесное, улица Садовая, д. 175.","Отправь O
письмо O
: O
Россия B-Country
, O
Крым B-Republic
, O
Кировский B-District
район I-District
, O
село B-Selo
Лесное I-Selo
, O
улица B-Street
Садовая I-Street
, O
д. B-House
175 I-House
. O"
"Я живу в Набережные Челны, мкр Центральный, квартал 15.","Я O
живу O
в O
Набережные B-City
Челны I-City
, O
мкр B-Microdistrict
Центральный I-Microdistrict
, O
квартал B-Quarter
15 I-Quarter
. O"
"Адрес: Казань, улице Навагинская, доме 2В, строении Б, квартира 283.","Адрес O
: O
Казань B-City
, O
улице B-Street
Навагинская I-Street
, O
доме B-House
2В I-House
, O
строении B-Building
Б I-Building
, O
квартира B-Flat
283 I-Flat
. O"
"Точка на карте: города Курск, улица Красная, дом 151А, сооружение 5.","Точка O
на O
карте O
: O
города B-City
Курск I-City
, O
улица B-Street
Красная I-Street
, O
дом B-House
151А I-House
, O
сооружение B-Structure
5 I-Structure
. O"
"Адрес: Воронежская область, Тула, улица Комсомольская, д. 175.","Адрес O
: O
Воронежская B-Oblast
область I-Oblast
, O
Тула B-City
, O
улица B-Street
Комсомольская I-Street
, O
д. B-House
175 I-House
. O"
"Доставка по адресу: Забайкальский край, города Курск, проспекте Невский, д 217, квартире 63.","Доставка O
по O
адресу O
: O
Забайкальский B-Krai
край I-Krai
, O
города B-City
Курск I-City
, O
проспекте B-Avenue
Невский I-Avenue
, O
д B-House
217 I-House
, O
квартире B-Flat
63 I-Flat
. O"
"Мы переехали в Бурятия, в Казань, бульвар Золотой, д. 236.","Мы O
переехали O
в O
Бурятия B-Republic
, O
в O
Казань B-City
, O
бульвар B-Boulevard
Золотой I-Boulevard
, O
д. B-House
236 I-House
. O"
"Я родился в деревне Поляны, в Центральный район, Ростовская область.","Я O
родился O
в O
деревне B-Village
Поляны I-Village
, O
в O
Центральный B-District
район I-District
, O
Ростовская B-Oblast
область I-Oblast
. O"
"Поеду в посёлок Молодежный, Ленинский район, Краснодарский край.","Поеду O
в O
посёлок B-Poselok
Молодежный I-Poselok
, O
Ленинский B-District
район I-District
, O
Краснодарский B-Krai
край I-Krai
. O"
"Склад: Ямало-Ненецкий автономный округ, Сочи, шоссе Каширское, доме 85, стр А, сооружении В.","Склад O
: O
Ямало-Ненецкий B-AO
автономный I-AO
округ I-AO
, O
Сочи B-City
, O
шоссе B-Highway
Каширское I-Highway
, O
доме B-House
85 I-House
, O
стр B-Building
А I-Building
, O
сооружении B-Structure
В I-Structure
. O"
"Встретимся на набережной Енисея в город Тверь.","Встретимся O
на O
набережной B-Embankment
Енисея I-Embankment
в O
город B-City
Тверь I-City
. O"
"Живу в мкр Солнечный, Иркутск, улице Красная, дом 161.","Живу O
в O
мкр B-Microdistrict
Солнечный I-Microdistrict
, O
Иркутск B-City
, O
улице B-Street
Красная I-Street
, O
дом B-House
161 I-House
. O"
